"game_id","player_id","team_id","timeOnIce","assists","goals","pim","shots","saves","powerPlaySaves","shortHandedSaves","evenSaves","shortHandedShotsAgainst","evenShotsAgainst","powerPlayShotsAgainst","decision","savePercentage","powerPlaySavePercentage","evenStrengthSavePercentage"
"2017020285","8475831","15",3591,0,0,0,28,22,6,2,14,2,18,8,"L",78.5714285714286,75,77.7777777777778
"2017020285","8473575","21",3600,0,0,0,30,28,8,0,20,0,21,9,"W",93.3333333333333,88.8888888888889,95.2380952380952
"2017020423","8474152","12",3595,0,0,0,22,19,0,0,19,0,21,1,"L",86.3636363636364,0,90.4761904761905
"2017020423","8474593","23",3600,0,0,0,30,30,2,0,28,0,28,2,"W",100,100,100
"2015020516","8474889","28",3600,0,0,0,36,33,6,0,27,0,30,6,"W",91.6666666666667,100,90
"2015020516","8471734","26",3573,0,0,0,22,18,1,0,17,0,19,3,"L",81.8181818181818,33.3333333333333,89.4736842105263
"2017020930","8470860","2",3900,0,0,0,31,28,5,0,23,0,26,5,"L",90.3225806451613,100,88.4615384615385
"2017020930","8475883","10",3895,0,0,0,35,32,1,1,30,1,33,1,"W",91.4285714285714,100,90.9090909090909
"2017020301","8471774","30",3503,0,0,0,43,40,7,0,33,0,34,9,"L",93.0232558139535,77.7777777777778,97.0588235294118
"2017020301","8474651","15",3597,0,0,0,31,30,5,2,23,2,23,6,"W",96.7741935483871,83.3333333333333,100
"2015021029","8475831","15",3499,0,0,0,27,23,1,1,21,2,23,2,"L",85.1851851851852,50,91.304347826087
"2015021029","8474889","28",3598,0,0,0,25,23,2,2,19,2,20,3,"W",92,66.6666666666667,95
"2016020884","8476899","5",3600,0,0,0,30,29,6,3,20,3,20,7,"W",96.6666666666667,85.7142857142857,100
"2016020884","8470320","12",3515,0,0,0,22,19,1,0,18,0,20,2,"L",86.3636363636364,50,90
"2017021066","8479292","8",3600,0,0,0,25,20,0,0,20,0,23,2,"L",80,0,86.9565217391304
"2017021066","8475683","29",3600,0,0,0,40,38,8,1,29,1,31,8,"W",95,100,93.5483870967742
"2016020906","8475831","15",3495,0,0,0,25,21,2,0,19,0,21,4,"L",84,50,90.4761904761905
"2016020906","8477424","18",3600,0,0,0,26,24,1,1,22,1,24,1,"W",92.3076923076923,100,91.6666666666667
"2017021087","8471418","6",3415,0,0,0,28,25,1,4,20,4,22,2,"L",89.2857142857143,50,90.9090909090909
"2017021087","8473503","13",3600,0,0,0,46,46,7,0,39,0,39,7,"W",100,100,100
"2016020885","8476945","52",3749,0,0,0,37,32,2,2,28,2,31,4,"L",86.4864864864865,50,90.3225806451613
"2016020885","8475883","10",3732,0,0,0,20,16,3,0,13,0,16,4,"W",80,75,81.25
"2016020560","8477237","9",3504,0,0,0,28,26,2,1,23,1,25,2,"L",92.8571428571429,100,92
"2016020560","8474651","15",3599,0,0,0,24,23,1,0,22,0,23,1,"W",95.8333333333333,100,95.6521739130435
"2016020986","8473607","4",3500,0,0,0,32,29,0,1,28,1,29,2,"L",90.625,0,96.551724137931
"2016020986","8475883","10",3600,0,0,0,38,36,5,0,31,0,32,6,"W",94.7368421052632,83.3333333333333,96.875
"2015020906","8471227","30",3532,0,0,0,31,28,1,2,25,2,27,2,"L",90.3225806451613,50,92.5925925925926
"2015020906","8473607","4",3600,0,0,0,26,24,4,0,20,0,21,5,"W",92.3076923076923,80,95.2380952380952
"2017020625","8471734","26",3473,0,0,0,41,37,4,0,33,0,37,4,"L",90.2439024390244,100,89.1891891891892
"2017020625","8469608","20",3594,0,0,0,31,28,2,0,26,0,29,2,"W",90.3225806451613,100,89.6551724137931
"2015020646","8468685","3",3513,0,0,0,31,29,2,0,27,0,28,3,"L",93.5483870967742,66.6666666666667,96.4285714285714
"2015020646","8470860","2",3600,0,0,0,35,34,11,0,23,0,24,11,"W",97.1428571428571,100,95.8333333333333
"2016020119","8470140","25",3600,0,0,0,15,11,1,0,10,1,12,2,"L",73.3333333333333,50,83.3333333333333
"2016020119","8471227","30",3600,0,0,0,29,29,4,0,25,0,25,4,"W",100,100,100
"2016020070","8475663","12",3597,0,0,0,27,21,6,1,14,1,19,7,"L",77.7777777777778,85.7142857142857,73.6842105263158
"2016020070","8473461","4",3566,0,0,0,30,27,2,0,25,0,27,3,"W",90,66.6666666666667,92.5925925925926
"2016020348","8470860","2",3600,0,0,0,38,38,6,1,31,1,31,6,"W",100,100,100
"2016020348","8474651","15",3417,0,0,0,28,25,2,3,20,3,23,2,"L",89.2857142857143,100,86.9565217391304
"2016021004","8475883","10",3733,0,0,0,38,36,3,0,33,0,34,4,"W",94.7368421052632,75,97.0588235294118
"2016021004","8470320","12",3733,0,0,2,26,23,4,0,19,0,22,4,"L",88.4615384615385,100,86.3636363636364
"2015020540","8475717","21",3599,0,0,0,38,35,4,1,30,1,33,4,"W",92.1052631578947,100,90.9090909090909
"2015020540","8474889","28",3510,0,0,0,25,20,7,0,13,0,14,11,"L",80,63.6363636363636,92.8571428571429
"2016020674","8471695","6",3880,0,0,0,25,20,3,0,17,0,22,3,"L",80,100,77.2727272727273
"2016020674","8475852","17",3370,0,0,0,25,23,1,0,22,0,23,2,"W",92,50,95.6521739130435
"2016020674","8477225","17",530,0,0,0,8,5,2,0,3,1,4,3,"",62.5,66.6666666666667,75
"2017020138","8474889","28",3466,0,0,0,33,31,5,1,25,2,26,5,"L",93.9393939393939,100,96.1538461538462
"2017020138","8471418","6",3600,0,0,0,37,36,9,0,27,0,27,10,"W",97.2972972972973,90,100
"2016020602","8475852","17",2400,0,0,0,20,17,0,1,16,1,19,0,"L",85,NA,84.2105263157895
"2016020602","8477225","17",1200,0,0,0,15,12,4,0,8,0,11,4,"",80,100,72.7272727272727
"2016020602","8474889","28",3600,0,0,0,35,32,3,0,29,0,32,3,"W",91.4285714285714,100,90.625
"2017020020","8473434","7",1861,0,0,0,16,15,3,1,11,1,12,3,"",93.75,100,91.6666666666667
"2017020020","8475215","7",1620,0,0,0,16,12,0,1,11,3,13,0,"L",75,NA,84.6153846153846
"2017020020","8470860","2",3600,0,0,0,29,26,9,3,14,5,15,9,"W",89.6551724137931,100,93.3333333333333
"2015020227","8471306","2",3600,0,0,0,36,34,4,0,30,0,32,4,"W",94.4444444444444,100,93.75
"2015020227","8474889","28",210,0,0,0,3,1,0,0,1,0,3,0,"",33.3333333333333,NA,33.3333333333333
"2015020227","8471774","28",3307,0,0,0,21,20,2,2,16,2,17,2,"L",95.2380952380952,100,94.1176470588235
"2015020453","8471239","1",3600,0,0,0,25,25,3,0,22,0,22,3,"W",100,100,100
"2015020453","8476999","7",3458,0,0,0,21,19,0,0,19,0,21,0,"L",90.4761904761905,NA,90.4761904761905
"2017021170","8475831","15",3574,0,0,0,30,28,4,0,24,0,26,4,"W",93.3333333333333,100,92.3076923076923
"2017021170","8471715","3",2922,0,0,0,27,26,6,0,20,1,20,6,"",96.2962962962963,100,100
"2017021170","8480382","3",534,0,0,0,6,3,0,1,2,1,4,1,"L",50,0,50
"2017021025","8470140","25",3545,0,0,0,33,32,12,0,20,0,21,12,"L",96.969696969697,100,95.2380952380952
"2017021025","8471469","18",3600,0,0,0,26,26,5,2,19,2,19,5,"W",100,100,100
"2016020531","8469514","26",3528,0,0,0,20,18,7,1,10,1,11,8,"L",90,87.5,90.9090909090909
"2016020531","8468011","23",3600,0,0,0,37,36,4,0,32,0,33,4,"W",97.2972972972973,100,96.969696969697
"2017020540","8471774","30",3439,0,0,0,33,30,5,3,22,3,25,5,"L",90.9090909090909,100,88
"2017020540","8473503","13",3600,0,0,0,31,29,5,3,21,3,22,6,"W",93.5483870967742,83.3333333333333,95.4545454545455
"2016020438","8466141","13",2883,0,0,0,17,12,0,2,10,2,15,0,"L",70.5882352941177,NA,66.6666666666667
"2016020438","8473503","13",694,0,0,0,5,5,1,0,4,0,4,1,"",100,100,100
"2016020438","8471227","30",3600,0,0,0,30,29,6,0,23,0,24,6,"W",96.6666666666667,100,95.8333333333333
"2016020435","8474889","28",3900,0,0,0,31,29,3,2,24,2,25,4,"W",93.5483870967742,75,96
"2016020435","8475883","10",3900,0,0,0,42,40,14,2,24,2,25,15,"L",95.2380952380952,93.3333333333333,96
"2015021111","8475660","22",3600,0,0,0,26,23,3,1,19,1,20,5,"W",88.4615384615385,60,95
"2015021111","8473503","28",3549,0,0,0,21,16,0,0,16,0,21,0,"L",76.1904761904762,NA,76.1904761904762
"2016020099","8475839","53",3600,0,0,0,32,28,11,0,17,0,19,13,"W",87.5,84.6153846153846,89.4736842105263
"2016020099","8473461","4",3516,0,0,0,25,20,3,4,13,5,17,3,"L",80,100,76.4705882352941
"2016020283","8474596","19",3600,0,0,0,41,39,7,3,29,4,29,8,"W",95.1219512195122,87.5,100
"2016020283","8471695","6",3538,0,0,0,27,24,2,0,22,0,25,2,"L",88.8888888888889,100,88
"2017020699","8471750","25",3871,0,0,0,26,25,2,1,22,1,23,2,"L",96.1538461538462,100,95.6521739130435
"2017020699","8476914","29",3900,0,0,0,36,35,5,2,28,2,29,5,"W",97.2222222222222,100,96.551724137931
"2015020239","8471715","52",3525,0,0,0,32,28,5,1,22,1,24,7,"L",87.5,71.4285714285714,91.6666666666667
"2015020239","8470140","25",3598,1,0,0,38,35,9,0,26,0,29,9,"W",92.1052631578947,100,89.6551724137931
"2017020506","8471469","18",3591,0,0,0,32,32,9,0,23,0,23,9,"W",100,100,100
"2017020506","8469608","20",3431,0,0,0,28,26,4,0,22,0,24,4,"L",92.8571428571429,100,91.6666666666667
"2017021194","8474889","28",3484,0,0,0,31,27,5,2,20,2,24,5,"L",87.0967741935484,100,83.3333333333333
"2017021194","8477424","18",3595,0,0,0,42,39,19,1,19,1,22,19,"W",92.8571428571429,100,86.3636363636364
"2017020342","8467950","9",3494,0,0,0,31,27,1,1,25,1,29,1,"L",87.0967741935484,100,86.2068965517241
"2017020342","8475683","29",3600,0,0,0,26,24,5,1,18,1,20,5,"W",92.3076923076923,100,90
"2017021257","8468685","3",3600,0,0,0,40,35,2,1,32,1,36,3,"L",87.5,66.6666666666667,88.8888888888889
"2017021257","8470880","4",3567,0,0,0,17,17,1,0,16,0,16,1,"W",100,100,100
"2015020007","8473461","4",3710,0,0,0,32,29,4,1,24,1,26,5,"L",90.625,80,92.3076923076923
"2015020007","8471750","14",3698,0,0,0,25,23,4,2,17,2,18,5,"W",92,80,94.4444444444444
"2015020693","8474593","23",3600,0,0,0,30,28,0,0,28,0,30,0,"W",93.3333333333333,NA,93.3333333333333
"2015020693","8471695","6",3497,0,0,0,26,23,0,0,23,0,26,0,"L",88.4615384615385,NA,88.4615384615385
"2016020368","8470147","29",3900,0,0,0,34,32,2,0,30,0,31,3,"W",94.1176470588235,66.6666666666667,96.7741935483871
"2016020368","8469608","53",3900,0,0,2,60,58,9,0,49,0,51,9,"L",96.6666666666667,100,96.078431372549
"2017021255","8475622","19",3600,0,0,0,20,19,2,0,17,0,18,2,"W",95,100,94.4444444444444
"2017021255","8475234","16",3496,0,0,0,34,31,4,0,27,0,30,4,"L",91.1764705882353,100,90
"2015020061","8471403","20",3553,0,0,0,29,27,3,0,24,0,26,3,"L",93.1034482758621,100,92.3076923076923
"2015020061","8471715","52",3600,0,0,0,20,19,2,0,17,0,18,2,"W",95,100,94.4444444444444
"2015020871","8475215","7",3600,0,0,4,38,38,4,2,32,2,32,4,"W",100,100,100
"2015020871","8476914","29",3090,0,0,0,31,27,4,0,23,1,25,5,"L",87.0967741935484,80,92
"2015020871","8470147","29",510,0,0,0,4,4,3,0,1,0,1,3,"",100,100,100
"2015021099","8477202","9",3490,0,0,0,23,20,2,0,18,0,21,2,"L",86.9565217391304,100,85.7142857142857
"2015021099","8475234","2",3600,0,0,0,23,22,0,2,20,2,21,0,"W",95.6521739130435,NA,95.2380952380952
"2015020971","8471469","18",3587,0,0,0,36,34,4,1,29,1,31,4,"W",94.4444444444444,100,93.5483870967742
"2015020971","8475717","21",3523,0,0,0,38,35,11,3,21,3,24,11,"L",92.1052631578947,100,87.5
"2017021010","8475234","16",1640,0,0,0,10,8,0,0,8,0,10,0,"",80,NA,80
"2017021010","8476341","16",1823,0,0,0,21,17,0,1,16,1,19,1,"L",80.9523809523809,0,84.2105263157895
"2017021010","8476434","24",3589,0,0,0,40,37,3,2,32,2,35,3,"W",92.5,100,91.4285714285714
"2017020853","8476899","5",3597,0,0,0,34,33,6,0,27,0,28,6,"W",97.0588235294118,100,96.4285714285714
"2017020853","8474596","19",3577,0,0,0,22,19,1,3,15,3,18,1,"L",86.3636363636364,100,83.3333333333333
"2016020887","8476316","22",3497,0,0,0,27,24,1,0,23,0,26,1,"L",88.8888888888889,100,88.4615384615385
"2016020887","8471750","14",3600,0,0,0,21,20,3,0,17,0,18,3,"W",95.2380952380952,100,94.4444444444444
"2015020165","8476883","14",3600,0,0,0,35,32,1,0,31,0,33,2,"W",91.4285714285714,50,93.9393939393939
"2015020165","8470320","12",3443,0,0,0,31,27,6,1,20,1,23,7,"L",87.0967741935484,85.7142857142857,86.9565217391304
"2017020696","8471418","6",3599,0,0,0,24,22,3,0,19,0,21,3,"W",91.6666666666667,100,90.4761904761905
"2017020696","8470860","2",3531,0,0,0,33,29,0,2,27,2,30,1,"L",87.8787878787879,0,90
"2016020759","8471679","8",3514,0,0,0,23,21,5,0,16,0,17,6,"L",91.304347826087,83.3333333333333,94.1176470588235
"2016020759","8473607","4",3575,0,0,0,16,15,0,0,15,0,16,0,"W",93.75,NA,93.75
"2017020164","8476899","5",3554,0,0,0,29,27,5,0,22,0,24,5,"L",93.1034482758621,100,91.6666666666667
"2017020164","8471227","30",3600,0,0,0,30,29,3,0,26,0,26,4,"W",96.6666666666667,75,100
"2016020889","8470645","16",3600,0,0,0,32,29,3,0,26,0,27,5,"W",90.625,60,96.2962962962963
"2016020889","8471227","30",3517,0,0,0,38,34,5,0,29,0,33,5,"L",89.4736842105263,100,87.8787878787879
"2017020059","8468685","3",3507,0,0,0,42,40,1,5,34,5,36,1,"L",95.2380952380952,100,94.4444444444444
"2017020059","8475683","29",3596,0,0,0,38,37,10,2,25,2,26,10,"W",97.3684210526316,100,96.1538461538462
"2015020528","8473541","10",3585,0,0,0,26,25,1,1,23,1,24,1,"W",96.1538461538462,100,95.8333333333333
"2015020528","8471306","2",3550,0,0,0,37,35,5,0,30,0,32,5,"L",94.5945945945946,100,93.75
"2017020953","8475215","7",3592,0,0,0,35,31,2,0,29,0,32,3,"L",88.5714285714286,66.6666666666667,90.625
"2017020953","8475831","15",3600,0,0,0,29,28,1,0,27,0,28,1,"W",96.551724137931,100,96.4285714285714
"2017020952","8470860","2",3499,0,0,0,33,31,4,0,27,0,29,4,"L",93.9393939393939,100,93.1034482758621
"2017020952","8476234","1",3600,0,0,0,31,30,2,1,27,1,28,2,"W",96.7741935483871,100,96.4285714285714
"2017020562","8475683","29",3900,0,0,0,37,33,4,0,29,0,31,6,"L",89.1891891891892,66.6666666666667,93.5483870967742
"2017020562","8476899","5",3900,0,0,0,33,29,4,3,22,3,26,4,"W",87.8787878787879,100,84.6153846153846
"2017021081","8476234","1",3593,0,0,0,42,39,9,2,28,2,29,11,"W",92.8571428571429,81.8181818181818,96.551724137931
"2017021081","8476509","54",2249,0,0,0,17,13,1,1,11,1,14,2,"",76.4705882352941,50,78.5714285714286
"2017021081","8470594","54",1351,0,0,0,11,7,0,0,7,1,10,0,"L",63.6363636363636,NA,70
"2017020955","8474636","52",3600,1,0,0,36,33,7,0,26,0,29,7,"W",91.6666666666667,100,89.6551724137931
"2017020955","8471750","25",1649,0,0,0,6,5,0,1,4,1,5,0,"",83.3333333333333,NA,80
"2017020955","8470140","25",1919,0,0,0,21,17,1,2,14,2,17,2,"L",80.9523809523809,50,82.3529411764706
"2016020305","8471306","2",3546,0,0,0,28,25,2,0,23,0,26,2,"L",89.2857142857143,100,88.4615384615385
"2016020305","8477180","28",3600,0,0,0,28,26,0,0,26,0,27,1,"W",92.8571428571429,0,96.2962962962963
"2017021218","8471418","6",3720,0,0,0,24,20,1,2,17,2,21,1,"L",83.3333333333333,100,80.9523809523809
"2017021218","8475852","4",3816,0,0,0,39,36,7,0,29,0,31,8,"W",92.3076923076923,87.5,93.5483870967742
"2016020425","8473575","21",3600,1,0,0,52,51,9,0,42,0,42,10,"W",98.0769230769231,90,100
"2016020425","8477312","10",3422,0,0,0,28,26,2,3,21,3,21,4,"L",92.8571428571429,50,100
"2017020058","8474651","15",3600,0,0,0,23,21,4,0,17,0,18,5,"W",91.304347826087,80,94.4444444444444
"2017020058","8471239","1",3600,0,0,0,28,23,4,0,19,0,21,7,"L",82.1428571428571,57.1428571428571,90.4761904761905
"2016020650","8474636","52",3673,0,0,0,38,35,5,1,29,1,32,5,"L",92.1052631578947,100,90.625
"2016020650","8469514","26",3678,0,0,0,28,26,3,1,22,1,22,5,"W",92.8571428571429,60,100
"2017020614","8467950","9",3515,0,0,0,35,33,0,1,32,1,34,0,"L",94.2857142857143,NA,94.1176470588235
"2017020614","8470657","17",3606,0,0,0,34,33,1,1,31,1,32,1,"W",97.0588235294118,100,96.875
"2015020988","8471695","6",3840,0,0,0,51,47,7,1,39,1,42,8,"W",92.156862745098,87.5,92.8571428571429
"2015020988","8471219","13",2640,0,0,0,16,15,1,0,14,0,15,1,"L",93.75,100,93.3333333333333
"2015020988","8466141","13",1200,0,0,0,16,12,3,0,9,0,13,3,"",75,100,69.2307692307692
"2015020975","8475663","12",3853,0,0,0,30,26,4,0,22,0,26,4,"L",86.6666666666667,100,84.6153846153846
"2015020975","8471750","14",3857,0,0,0,27,24,4,1,19,1,21,5,"W",88.8888888888889,80,90.4761904761905
"2015020629","8471219","13",3600,0,0,0,25,24,6,0,18,0,19,6,"W",96,100,94.7368421052632
"2015020629","8475660","22",3491,0,0,0,14,12,0,1,11,1,13,0,"L",85.7142857142857,NA,84.6153846153846
"2017020728","8477237","9",3467,0,0,0,36,33,2,1,30,1,32,3,"L",91.6666666666667,66.6666666666667,93.75
"2017020728","8471774","30",3600,0,0,0,38,37,6,1,30,1,31,6,"W",97.3684210526316,100,96.7741935483871
"2016020678","8477237","9",3600,0,0,2,42,42,3,3,36,3,36,3,"W",100,100,100
"2016020678","8475683","29",3431,0,0,0,28,26,4,0,22,0,24,4,"L",92.8571428571429,100,91.6666666666667
"2015020797","8475883","24",3600,0,0,0,29,28,10,1,17,1,17,11,"W",96.551724137931,90.9090909090909,100
